site_id,image_file,n_defects,n_corrosion,n_crack,max_confidence,defects_json
SITE0088,corrosion_detection-unzub_images_jpg.rf.db415e20ed2d2552a1bc056d9fb95a72.jpg,7,7,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4736, 0.4928, 0.1112, 0.1298]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1635, 0.53, 0.134, 0.1154]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3161, 0.6298, 0.1076, 0.1154]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0877, 0.7284, 0.1328, 0.1406]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2812, 0.1262, 0.134, 0.1184]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4784, 0.2248, 0.1214, 0.137]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1947, 0.3089, 0.1442, 0.1268]}]"
SITE0089,corrosion_detection-unzub_Setting-in-of-galvanic-corrosion-at-joints-of-different-metals-_jpg.rf.693c7127a6ebbb7ed7c27d88ffc446de.jpg,0,0,0,0.0,[]
SITE0090,corrosion_detection-unzub_Bolts-in-non-salt-water-environments-and-not-in-constant-contact-with-water--such-as-this-one--are-more-than-likely-just-rusty-and-safe-for-climbing-_jpg.rf.5df06376155452ffce6406c563b855b9.jpg,8,6,2,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.482, 0.2079, 0.5625, 0.1274]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0913, 0.2656, 0.0877, 0.3846]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5337, 0.4171, 0.2019, 0.1364]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8498, 0.5781, 0.1707, 0.6328]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.0625, 0.6635, 0.0974, 0.0974]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1851, 0.768, 0.0865, 0.1508]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5024, 0.7825, 0.4129, 0.1298]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.1623, 0.9327, 0.0787, 0.0685]}]"
SITE0091,corrosion-and-cracks-kuvur_corrosion-53-_jpeg.rf.e30648e2534476d98656f4e781d89e09.jpg,10,10,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4148, 0.2469, 0.0938, 0.0891]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3375, 0.5695, 0.0953, 0.1328]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9453, 0.6281, 0.1094, 0.1281]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.407, 0.8562, 0.1172, 0.1469]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5789, 0.6406, 0.1125, 0.1266]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7227, 0.4594, 0.1, 0.1172]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8367, 0.1867, 0.1047, 0.1281]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3961, 0.3914, 0.0844, 0.1094]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1844, 0.7172, 0.0875, 0.1094]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4422, 0.7188, 0.0953, 0.0984]}]"
SITE0092,corrosion_detection-unzub_close-up-of-rusty-wheel-arches-on-a-silver-car-automobile-corrosion-and-the-effect-of-road-stock-images_csp92731156_jpg.rf.d4f96d9fc64971a2cf9d63721b129dd4.jpg,5,5,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3786, 0.4135, 0.2308, 0.0391]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6226, 0.47, 0.2061, 0.0433]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.899, 0.5625, 0.1689, 0.0475]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8017, 0.7188, 0.1364, 0.0433]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1238, 0.3702, 0.2139, 0.0565]}]"
SITE0093,pipe-defects-ybzjr_istockphoto-457208459-612x612_jpg.rf.a4961bf1833804b0673ff9a89143ce26.jpg,0,0,0,0.0,[]
SITE0094,corrosion-and-cracks-kuvur_corrosion-21-_jpeg.rf.3ab17e169ab9b8cf8b0503752d79d2f7.jpg,0,0,0,0.0,[]
SITE0095,corrosion_detection-unzub_images_jpg.rf.63cf30a5daf24d2e345af11f0b4455f1.jpg,7,7,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5264, 0.4928, 0.1112, 0.1298]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8365, 0.53, 0.134, 0.1154]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6839, 0.6298, 0.1076, 0.1154]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9123, 0.7284, 0.1328, 0.1406]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7188, 0.1262, 0.134, 0.1184]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5216, 0.2248, 0.1214, 0.137]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8053, 0.3089, 0.1442, 0.1268]}]"
SITE0096,corrosion-and-cracks-kuvur_corrosion-75-_jpeg.rf.dc65cc82751608b5bbb401ffa481a582.jpg,0,0,0,0.0,[]
SITE0097,corrosion-and-cracks-kuvur_corrosion-39-_jpeg.rf.4e5e04c5de52db6df6b58ad304d32425.jpg,0,0,0,0.0,[]
SITE0098,corrosion-and-cracks-kuvur_corrosion-5-_jpeg.rf.8bce28dba3a39e00b3813dead01011b3.jpg,2,2,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3805, 0.5609, 0.2094, 0.443]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8508, 0.5125, 0.2742, 0.3773]}]"
SITE0099,corrosion-and-cracks-kuvur_corrosion-27-_jpeg.rf.3734556db6feaf2c6ab8a76cf748a6c7.jpg,0,0,0,0.0,[]
SITE0100,corrosion_detection-unzub_rspa20140254f01_jpg.rf.0efef08a3ac78e01c1f27fb2c76d9fe0.jpg,12,6,6,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2019, 0.2849, 0.1683, 0.1995]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7596, 0.3125, 0.0811, 0.0781]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6106, 0.3486, 0.143, 0.1154]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6334, 0.4615, 0.0691, 0.0781]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1827, 0.476, 0.0974, 0.149]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8341, 0.4832, 0.0721, 0.0805]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.2885, 0.5228, 0.0373, 0.0992]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6599, 0.6238, 0.0481, 0.149]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.232, 0.6851, 0.0337, 0.0901]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.1166, 0.7139, 0.0577, 0.1382]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.7332, 0.7849, 0.0445, 0.1466]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3546, 0.2019, 0.0986, 0.1052]}]"
SITE0101,corrosion-and-cracks-kuvur_corrosion-37-_jpeg.rf.74d6d2285600c1856e175cb377e43f49.jpg,0,0,0,0.0,[]
SITE0102,pipe-defects-ybzjr_istockphoto-459445883-612x612_jpg.rf.51c9112298a2b54a44cb869f037c6d4f.jpg,0,0,0,0.0,[]
SITE0103,corrosion-and-cracks-kuvur_corrosion-16-_jpeg.rf.9ed1b40b28438f965dc76fdd7910df1e.jpg,0,0,0,0.0,[]
SITE0104,corrosion_detection-unzub_XgwFu4rMj0aIPThJQJbUT92Ac0gTgc7c1607363452_jpg.rf.6df7d515dc6d83ebbbb89a0655e2cf54.jpg,22,22,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1935, 0.274, 0.0288, 0.0439]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2139, 0.4002, 0.0385, 0.0787]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5192, 0.4195, 0.0493, 0.0944]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5793, 0.4603, 0.0439, 0.0938]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5192, 0.4603, 0.0391, 0.0511]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5889, 0.4748, 0.0288, 0.0529]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6286, 0.4772, 0.0264, 0.0883]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8774, 0.5673, 0.0445, 0.0721]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6022, 0.5721, 0.0319, 0.0667]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.131, 0.5721, 0.098, 0.241]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.774, 0.5841, 0.0974, 0.3137]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.97, 0.6046, 0.0403, 0.0505]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8425, 0.6454, 0.0312, 0.0463]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9243, 0.6562, 0.0264, 0.0294]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4483, 0.6635, 0.1172, 0.2596]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1983, 0.6755, 0.0264, 0.0523]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.887, 0.6851, 0.0252, 0.0391]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8257, 0.7308, 0.0264, 0.0294]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7909, 0.7644, 0.0282, 0.0276]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3209, 0.8125, 0.0312, 0.0775]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5541, 0.8233, 0.0415, 0.0865]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4279, 0.8353, 0.1581, 0.0415]}]"
SITE0105,corrosion-and-cracks-kuvur_corrosion-74-_jpeg.rf.cbd3ff320f71b2c2cf66f3d11171e975.jpg,0,0,0,0.0,[]
SITE0106,corrosion_detection-unzub_pit-corrosion-in-aisi-rolled-steel_jpg.rf.aafb055a0b72349dd5f46a09276be230.jpg,12,12,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2512, 0.6538, 0.1364, 0.3023]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6767, 0.7139, 0.0817, 0.259]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8281, 0.8738, 0.0601, 0.1268]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4483, 0.9303, 0.2885, 0.0625]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5697, 0.1166, 0.1502, 0.1322]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3714, 0.2764, 0.0739, 0.1256]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2704, 0.3017, 0.0913, 0.1893]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8005, 0.3233, 0.1394, 0.3828]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6562, 0.3365, 0.0805, 0.2452]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9387, 0.5252, 0.104, 0.5463]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4868, 0.5697, 0.0451, 0.1689]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1082, 0.619, 0.0901, 0.2957]}]"
SITE0107,corrosion-and-cracks-kuvur_corrosion-24-_jpeg.rf.4181b39198e1a8f19000cf37dbf626c4.jpg,0,0,0,0.0,[]
SITE0108,corrosion_detection-unzub_image-4_jpg.rf.733cd152ba6b58c8a7aa5c4c5d68eedb.jpg,4,4,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2981, 0.3846, 0.0956, 0.0535]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2224, 0.4748, 0.0355, 0.1755]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3438, 0.4976, 0.0331, 0.1346]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2825, 0.5481, 0.0649, 0.0715]}]"
SITE0109,corrosion-and-cracks-kuvur_corrosion-62-_jpeg.rf.3fb47b88414544da64b1b72d8b5cdfd9.jpg,0,0,0,0.0,[]
SITE0110,corrosion-and-cracks-kuvur_corrosion-39-_jpeg.rf.d787bcb588519d9c9c79c84c382e0cfe.jpg,0,0,0,0.0,[]
SITE0111,corrosion_detection-unzub_Crevice-corrosion-of-metal-coupling-proximity_jpg.rf.c0921577ce2745f27c87642b28863fd7.jpg,11,6,5,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.655, 0.4579, 0.0319, 0.2139]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7332, 0.494, 0.0481, 0.0547]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1599, 0.5661, 0.0415, 0.0625]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7103, 0.5733, 0.0577, 0.0559]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6214, 0.6058, 0.0415, 0.0577]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.595, 0.6923, 0.0841, 0.0469]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3966, 0.7272, 0.2109, 0.0319]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3798, 0.7776, 0.0439, 0.024]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.488, 0.7837, 0.1052, 0.0481]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2921, 0.1382, 0.0697, 0.0481]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.476, 0.1755, 0.1292, 0.0445]}]"
SITE0112,corrosion_detection-unzub_main-qimg-dd1c9e2f7bbbaf14ab142360f5cb6b03-lq_jpg.rf.7d0aacc51e1788988bd7808e382a3751.jpg,4,3,1,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4928, 0.5589, 0.2398, 0.1701]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8714, 0.5853, 0.2001, 0.6653]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1262, 0.6851, 0.1899, 0.5709]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.381, 0.1947, 0.2674, 0.0721]}]"
SITE0113,pipe-defects-ybzjr_20210213-122216-1A_Frozen-Pipes-2_jpg.rf.d0a12149a7c144bad03fb08e3bec1af3.jpg,4,3,1,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4082, 0.0903, 0.0898, 0.1785]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.8808, 0.1599, 0.0876, 0.1147]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4423, 0.7668, 0.1605, 0.1627]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4392, 0.559, 0.1121, 0.108]}]"
SITE0114,pipe-defects-ybzjr_fig-6-pinhole-leaks-in-copper-tubing_jpg.rf.ac0e1e11dc0bfd03fae9219b99de513b.jpg,7,4,3,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1944, 0.3971, 0.0204, 0.076]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1732, 0.3689, 0.018, 0.0588]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1757, 0.3088, 0.0253, 0.0931]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.1748, 0.6642, 0.0817, 0.2696]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.248, 0.8445, 0.0769, 0.2954]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.1029, 0.7635, 0.1373, 0.4681]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5735, 0.8064, 0.1234, 0.0723]}]"
SITE0115,corrosion-and-cracks-kuvur_corrosion-50-_jpeg.rf.22a2f1df5ce140ed99dfb0fcfaa08854.jpg,0,0,0,0.0,[]
SITE0116,pipe-defects-ybzjr_featured-image-burst-pipe-jpeg_jpg.rf.790094dc13e231a1a5c338f9a1f653c4.jpg,4,3,1,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3612, 0.1961, 0.2144, 0.1252]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.903, 0.0773, 0.0426, 0.04]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9145, 0.1221, 0.0645, 0.0845]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7447, 0.2168, 0.0674, 0.0945]}]"
SITE0117,corrosion-and-cracks-kuvur_corrosion-21-_jpeg.rf.a9b02434ab74b855a57fd08533ea84bb.jpg,0,0,0,0.0,[]
SITE0118,corrosion_detection-unzub_Fig-2-Picture-of-crevice-corrosion-in-a-ball-valve-body-made-of-stainless-steel-316_png.rf.e1761d5f78e14270b4c012697f2bca99.jpg,13,13,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2043, 0.3582, 0.0733, 0.0907]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7776, 0.4099, 0.0703, 0.0992]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4651, 0.4291, 0.1322, 0.0799]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2825, 0.5192, 0.0511, 0.0811]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5913, 0.5216, 0.0769, 0.2494]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.363, 0.5228, 0.0715, 0.152]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1947, 0.5901, 0.0673, 0.0625]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4663, 0.637, 0.1538, 0.0811]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6671, 0.7921, 0.0938, 0.0992]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3017, 0.8305, 0.0769, 0.0649]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5048, 0.1815, 0.0907, 0.1328]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8137, 0.2536, 0.0962, 0.0895]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6683, 0.28, 0.1238, 0.0799]}]"
SITE0119,corrosion_detection-unzub_rspa20140254f01_jpg.rf.214d5dcd4a9ee5253ae76202e38ec0e4.jpg,12,6,6,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7981, 0.2849, 0.1683, 0.1995]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2404, 0.3125, 0.0811, 0.0781]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3894, 0.3486, 0.143, 0.1154]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3666, 0.4615, 0.0691, 0.0781]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8173, 0.476, 0.0974, 0.149]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1659, 0.4832, 0.0721, 0.0805]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.7115, 0.5228, 0.0373, 0.0992]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3401, 0.6238, 0.0481, 0.149]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.768, 0.6851, 0.0337, 0.0901]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.8834, 0.7139, 0.0577, 0.1382]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.2668, 0.7849, 0.0445, 0.1466]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6454, 0.2019, 0.0986, 0.1052]}]"
SITE0120,corrosion_detection-unzub_Bolts-in-non-salt-water-environments-and-not-in-constant-contact-with-water--such-as-this-one--are-more-than-likely-just-rusty-and-safe-for-climbing-_jpg.rf.5df06376155452ffce6406c563b855b9.jpg,8,6,2,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.482, 0.2079, 0.5625, 0.1274]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0913, 0.2656, 0.0877, 0.3846]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5337, 0.4171, 0.2019, 0.1364]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8498, 0.5781, 0.1707, 0.6328]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.0625, 0.6635, 0.0974, 0.0974]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1851, 0.768, 0.0865, 0.1508]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5024, 0.7825, 0.4129, 0.1298]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.1623, 0.9327, 0.0787, 0.0685]}]"
SITE0121,corrosion-and-cracks-kuvur_corrosion-6-_jpeg.rf.71779a71775f0ee2a9f9e4da81a4de9c.jpg,6,6,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3555, 0.625, 0.1609, 0.1555]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6086, 0.7469, 0.1516, 0.1445]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5789, 0.2758, 0.1469, 0.1602]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4188, 0.1891, 0.1453, 0.1219]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2531, 0.1477, 0.1187, 0.1109]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1852, 0.5734, 0.1766, 0.1305]}]"
SITE0122,corrosion_detection-unzub_the-prevention-of-corrosion-on-ships-deals-with-the-provision-of-protective-coating-for-the-ship-structure-steel-and-its-continued-maintenance-PDEH3D_jpg.rf.8a05aba41f90ef0238f581bc59b4bb89.jpg,9,9,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8329, 0.1959, 0.152, 0.1298]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3606, 0.2188, 0.0913, 0.1202]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4675, 0.2368, 0.0559, 0.0769]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9399, 0.3498, 0.0871, 0.0992]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5998, 0.3558, 0.0841, 0.0481]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8017, 0.4411, 0.0931, 0.104]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3546, 0.4675, 0.0847, 0.1466]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5228, 0.5084, 0.0913, 0.0553]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6466, 0.6875, 0.0487, 0.2698]}]"
SITE0123,corrosion_detection-unzub_rspa20140254f01_jpg.rf.0efef08a3ac78e01c1f27fb2c76d9fe0.jpg,12,6,6,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2019, 0.2849, 0.1683, 0.1995]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7596, 0.3125, 0.0811, 0.0781]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6106, 0.3486, 0.143, 0.1154]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6334, 0.4615, 0.0691, 0.0781]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1827, 0.476, 0.0974, 0.149]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8341, 0.4832, 0.0721, 0.0805]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.2885, 0.5228, 0.0373, 0.0992]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6599, 0.6238, 0.0481, 0.149]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.232, 0.6851, 0.0337, 0.0901]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.1166, 0.7139, 0.0577, 0.1382]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.7332, 0.7849, 0.0445, 0.1466]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3546, 0.2019, 0.0986, 0.1052]}]"
SITE0124,corrosion-and-cracks-kuvur_corrosion-62-_jpeg.rf.3fb47b88414544da64b1b72d8b5cdfd9.jpg,0,0,0,0.0,[]
SITE0125,corrosion-and-cracks-kuvur_corrosion-18-_jpeg.rf.bec8fef768832c05c5d93a422733e544.jpg,0,0,0,0.0,[]
SITE0126,corrosion-and-cracks-kuvur_corrosion-19-_jpeg.rf.0523b120146cab2b3c58f57d65c61208.jpg,0,0,0,0.0,[]
SITE0127,corrosion_detection-unzub_main-qimg-dd1c9e2f7bbbaf14ab142360f5cb6b03-lq_jpg.rf.5d06d7dacfb7124dc3b6b03c353c954d.jpg,4,3,1,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5072, 0.5589, 0.2398, 0.1701]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1286, 0.5853, 0.2001, 0.6653]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8738, 0.6851, 0.1899, 0.5709]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.619, 0.1947, 0.2674, 0.0721]}]"
